job_id,job_title,salary_avg,skill
119,DATA SCIENTIST,70000.0,OOP
120,Data Scientist,39500.0,Tableau
120,Data Scientist,39500.0,SQL
120,Data Scientist,39500.0,IT
120,Data Scientist,39500.0,Data science
120,Data Scientist,39500.0,Communication skills
121,Senior Data Scientist,55500.0,SQL
121,Senior Data Scientist,55500.0,Predictive analytics
121,Senior Data Scientist,55500.0,Python
122,Data Scientist,49000.0,Tableau
122,Data Scientist,49000.0,SQL
122,Data Scientist,49000.0,AWS
122,Data Scientist,49000.0,Market research
122,Data Scientist,49000.0,Machine learning
123,"Senior Data Scientist, Parental leave cover (12 months)",87500.0,Azure
123,"Senior Data Scientist, Parental leave cover (12 months)",87500.0,ATS
123,"Senior Data Scientist, Parental leave cover (12 months)",87500.0,Git
123,"Senior Data Scientist, Parental leave cover (12 months)",87500.0,Machine learning
123,"Senior Data Scientist, Parental leave cover (12 months)",87500.0,Data science
124,Data Scientist,31500.0,Hospitality
124,Data Scientist,31500.0,Power BI
124,Data Scientist,31500.0,Data analysis skills
124,Data Scientist,31500.0,Tableau
124,Data Scientist,31500.0,SQL
125,Data Scientist I,55500.0,SQL
125,Data Scientist I,55500.0,AWS
125,Data Scientist I,55500.0,Machine learning
125,Data Scientist I,55500.0,IT
125,Data Scientist I,55500.0,Data science
126,Data Scientist,45500.0,R
126,Data Scientist,45500.0,SQL
126,Data Scientist,45500.0,Product development
126,Data Scientist,45500.0,Machine learning
126,Data Scientist,45500.0,Google Search Console
127,Data Analyst,50000.0,Power BI
127,Data Analyst,50000.0,Azure
127,Data Analyst,50000.0,Big data
127,Data Analyst,50000.0,Spark
127,Data Analyst,50000.0,Tableau
128,Data Scientist,58000.0,Machine learning
128,Data Scientist,58000.0,Natural language processing
128,Data Scientist,58000.0,Data science
128,Data Scientist,58000.0,Python
129,Senior Data Scientist,73000.0,R
129,Senior Data Scientist,73000.0,Tableau
129,Senior Data Scientist,73000.0,SQL
129,Senior Data Scientist,73000.0,Product development
129,Senior Data Scientist,73000.0,Data science
130,Data Analyst,81500.0,R
130,Data Analyst,81500.0,SQL
130,Data Analyst,81500.0,Statistical analysis
130,Data Analyst,81500.0,Maths
130,Data Analyst,81500.0,Machine learning
131,Data Scientist,67500.0,SAS
131,Data Scientist,67500.0,Spark
131,Data Scientist,67500.0,R
131,Data Scientist,67500.0,Java
131,Data Scientist,67500.0,SQL
132,"Data Scientist II, Product Analytics",58000.0,TensorFlow
132,"Data Scientist II, Product Analytics",58000.0,Azure
132,"Data Scientist II, Product Analytics",58000.0,Spark
132,"Data Scientist II, Product Analytics",58000.0,Google Cloud Platform
